title,_id,subject,language,Level
Spanish-English Picture Dictionary,d284eba9ae2add1947b13cf044fa6ab7,Reference,"Spanish, English",Professional
"African Storybooks - Goat, Dog and Cow Story Book",d2fa3766466cac6929c41635270b8072,Literature,English,Early Education
Belmont Lamb Day Watch,d32c3a814466827f68a3af77628916bb,Agriculture,English,Lower Primary
Meeting Human Needs in a Changing World,d35c47693bcd697ae51788ab2d0ee24e,Agriculture,English,Professional
Reducing Bacteria With Best Management Practices For Livestock: Waste Utilization,d35c47693bcd697ae51788ab2d1f97b3,Agriculture,eng,Professional
Fatima Gregoire and the Others,d37f82fa24cb6aa77db4830f96be1780,"Health & Medicine,Human Development",eng,"Upper Primary,Lower Secondary,Upper Secondary"
Academic Word List,d3dff99e9c0b3c3263fc9a83a8839e44,Reference,English,Upper Primary
Global Peace Index Highlights,d3f0ec2e072d690ae01300188f17e6dd,Human Development,English,Graduate
Conflict Resolution,d3f0ec2e072d690ae01300188f666fa2,Human Development,English,Upper Secondary
Building Blocks of Peace- Economics and Peace,d3f0ec2e072d690ae01300188f825a80,Human Development,English,Upper Secondary
Building Blocks of Peace- Education and Peace,d3f0ec2e072d690ae01300188f8cb9e3,Human Development,English,Upper Secondary
Building Blocks of Peace- Peace and Sustainability,d3f0ec2e072d690ae01300188fc6a85a,Human Development,English,Upper Secondary
عفاريت اللصوص,d3f3756c79722902f983267053001e72,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
الملِكُ عَجِيبٌ,d3f3756c79722902f983267053002e61,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
لُؤْلُؤَةُ الصَّبَاحِ,d3f3756c79722902f9832670530035e9,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
الْعُلْبَةُ الْمَسْحُوْرَةُ,d3f3756c79722902f983267053004013,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
التَّـاجِرُ مَـرْمَـرٌ,d3f3756c79722902f983267053004c66,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
مُغَامَرَاتُ ثَعْلَب,d3f3756c79722902f983267053004c74,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
أسرة السناجيب,d3f3756c79722902f983267053005f82,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
سِـمْسِـمَة,d3f3756c79722902f983267053006dd2,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
شَهْرَزَادُ بِنْتُ الْوَزِيرِ,d3f3756c79722902f983267053006f34,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
شمشون الجبار,d3f3756c79722902f9832670530079be,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
أصدقاء الربيع,d3f3756c79722902f983267053007ad9,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
ثَمَرَةُ الْخِلافِ,d3f3756c79722902f98326705300830b,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الفيلُ الأبيضُ,d3f3756c79722902f983267053008c3c,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الشَّيْخ الهِنْدِي,d3f3756c79722902f9832670530096c2,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
بَطَل أَتِينا,d3f3756c79722902f983267053009e25,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
دِمْنَةُ وَشَتْرَبَة,d3f3756c79722902f98326705300a31c,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
العَنْكَبُ الحَزين,d3f3756c79722902f98326705300a4ec,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
جَلِفَرْ في بِلادِ الأَقْزام,d3f3756c79722902f98326705300a58f,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
جَلِفَرْ في جَزيرة الجيَاد النّاطِقة,d3f3756c79722902f98326705300abce,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
في غابة الشياطين,d3f3756c79722902f98326705300b3bb,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
خـاتـم الذكرى,d3f3756c79722902f98326705300c196,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
المـلِكُ ميـداس,d3f3756c79722902f98326705300c75f,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
نـعـمان,d3f3756c79722902f98326705300d391,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
روبنسن كروزو,d3f3756c79722902f98326705300d79f,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
شبـكة الـموت,d3f3756c79722902f98326705300e10b,Literature,English,Upper Primary
في بلاد العجائب,d3f3756c79722902f98326705300e54f,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
النَّحْلة العَامِلة,d3f3756c79722902f98326705300e93a,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
قِصَّةٌ لا تَنْتَهِي,d3f3756c79722902f98326705300f5b4,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
رَيْحَانُ الْكَذَّابُ,d3f3756c79722902f98326705301030e,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
حِصانُ الْجَوِّ,d3f3756c79722902f9832670530107fe,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الْحِمَارُ الْقَارِئ,d3f3756c79722902f983267053010a3b,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
صَيَّادُ الْغِزْلانِ,d3f3756c79722902f9832670530118e7,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
حَبَّةُ التُّوتِ,d3f3756c79722902f983267053011ebb,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الْأَسَدُ الطَّائِرُ,d3f3756c79722902f983267053012124,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الْأَرْنَبُ وَالصَّيَّادُ,d3f3756c79722902f9832670530130a3,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
بَدْرُ البُدُور,d3f3756c79722902f983267053013d8d,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
بابا عَبْدُ الله وَالدَّرْوِيش,d3f3756c79722902f983267053014a24,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الشَّمْعَدانُ الْحَدِيدِيُّ,d3f3756c79722902f983267053014d76,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
بنْتُ الصَّبَّاغ,d3f3756c79722902f983267053014f31,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
أَحْلامُ بِسْبِسَة,d3f3756c79722902f9832670530157ac,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الأَسَدُ والثِّيرانُ الثَّلاثَة,d3f3756c79722902f9832670530166bf,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الْغُرابُ الطَّائِرُ,d3f3756c79722902f98326705301809a,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
جُحَا وَالْبُخَلَاءُ,d3f3756c79722902f9832670530182c8,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
حارِسَةُ النَّهْر,d3f3756c79722902f98326705301913b,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الْأَرْنَبُ الْعَاصِي,d3f3756c79722902f98326705301a0dd,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
العاصفة,d3f3756c79722902f98326705301a9e4,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
اللِّحيَةُ الزَّرْقَاءُ,d3f3756c79722902f98326705301b990,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
غِزْلانُ الغَابَةِ غِزْلانُ الغَابَةِ,d3f3756c79722902f98326705301bee2,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
قصّاص الأثر,d3f3756c79722902f98326705301c2c2,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
مدينة النحاس,d3f3756c79722902f98326705301c9f4,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
خُسْـرَوْشـاهُ,d3f3756c79722902f98326705301d7c9,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الدَّجاجَةُ الصَّغِيرَةُ الْحَمْراءُ,d3f3756c79722902f98326705301dc2c,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
كِيسُ الدَّنَانِيرُ,d3f3756c79722902f98326705301e78d,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
تاجر البندقية,d3f3756c79722902f98326705301f44f,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
عَبْدُ الله البَرِّي وَعَبْدُ الله البَحرِّي,d3f3756c79722902f98326705301f990,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
جَدُّ القُرُودِ,d3f3756c79722902f983267053020668,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
عَلَاءُ الدِّينِ,d3f3756c79722902f9832670530208b2,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
سَفْرُوتُ الْحَطَّابُ,d3f3756c79722902f983267053021709,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
جَلِفَر فِي الْجَزِيرَةِ الطَّيَّارَةِ,d3f3756c79722902f9832670530223d5,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
ذات الجناحين,d3f3756c79722902f9832670530232e6,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الوَزير السَجين,d3f3756c79722902f983267053023d41,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الصَّيَّادُ وَالْعَنْكَبَةُ,d3f3756c79722902f983267053024971,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
مُخاطَراتُ أُمِّ مازِنٍ,d3f3756c79722902f983267053025705,Literature,Arabic,Lower Secondary
الأميرة القاسِيَة,d3f3756c79722902f983267053025c21,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الْمَلِك لِيرْ,d3f3756c79722902f9832670530263bc,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
يُولْيُوس قَيْصَر,d3f3756c79722902f983267053026525,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
أبوُ خَربُوش,d3f3756c79722902f9832670530266ca,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
فِي الْإِصْطَبْلِ,d3f3756c79722902f983267053026d04,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
شَنْطَحٌ وصَيْدَحٌ,d3f3756c79722902f983267053026e73,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
السِّنْدِبَادُ البَحْرِيُّ,d3f3756c79722902f983267053027d7c,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
جُحَا فِي بِلادِ الْجِنِّ,d3f3756c79722902f983267053028777,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
عَلِي بابا,d3f3756c79722902f9832670530296fc,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
الأميرُ الحادِي وَالخَمْسُونَ,d3f3756c79722902f983267053029c27,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
حي بن يقظان,d3f3756c79722902f98326705302ab22,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
أَرْنَبٌ فِي الْقَمَرِ,d3f3756c79722902f98326705302b2e6,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
تاجر بغدَاد,d3f3756c79722902f98326705302c0e4,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
حَبِيبُ الشَّعْبِ,d3f3756c79722902f98326705302c97d,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
صِرَاعُ الأَخَويْنِ,d3f3756c79722902f98326705302c9f2,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
شجرة الحياة,d3f3756c79722902f98326705302d55e,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
عَجِيبَةُ وَعَجِيبَةُ,d3f3756c79722902f98326705302d90f,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
السَّعيدُ حَسَن,d3f3756c79722902f98326705302e8b2,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
أَمِيرُ الْعَفَارِيتِ,d3f3756c79722902f98326705302ea0e,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
جَبَّارَةُ الْغَابَةِ,d3f3756c79722902f98326705302f06c,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
قَاهِرُ الْجَبَابِرَةِ,d3f3756c79722902f98326705302f6d8,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
أُمُّ سِنْدٍ وَأُمُّ هِنْدٍ,d3f3756c79722902f983267053030288,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
ليلى والذئب,d3f3756c79722902f98326705303110c,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
بساط الريح,d3f3756c79722902f983267053031cd1,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
كَنْزُ الشَّمَرْدَلِ,d3f3756c79722902f9832670530326ae,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
ابن جبير في مصر والحجاز,d3f3756c79722902f9832670530334fa,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
وَزَّةُ السُّلْطَانِ,d3f3756c79722902f9832670530340b8,Literature,Arabic,"Early Education,Lower Primary,Upper Primary,Lower Secondary"
النحو في ظلال القرآن الكريم - Grammar in the Holy Quran,d3f3756c79722902f983267053035d27,Religion,Arabic,"Lower Secondary,Upper Secondary,Undergraduate"
العلوم اللغوية 8 Pt 1,d3f3756c79722902f983267053037f29,Languages,Arabic,"Upper Primary,Lower Secondary,Upper Secondary,Undergraduate"
العلوم اللغوية 8 Pt 2,d3f3756c79722902f983267053038cec,Languages,Arabic,"Upper Primary,Lower Secondary,Upper Secondary"
أنا وأخي,d3f3756c79722902f9832670530423e7,Learning,Arabic,"Early Education,Lower Primary,Upper Primary"
هدايا العيد,d3f3756c79722902f983267053042935,Literature,Arabic,"Early Education,Lower Primary,Upper Primary"
يحيا العدل,d3f3756c79722902f983267053043cf0,Learning,Arabic,"Early Education,Lower Primary,Upper Primary"
Introduction to the BeLL,d3f3756c79722902f98326705304796a,Technology,English,"Early Education,Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Handout 3.5 Financial ratios,d401126eae6fecd28e78ff39bb40e5f1,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Handout 4.1 Preparing a trial balance,d401126eae6fecd28e78ff39bb74c0ef,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Exercise 2.1 Double entry basics,d401126eae6fecd28e78ff39bb81d969,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Exercise 2.2 Double entry advanced,d401126eae6fecd28e78ff39bb8e8ab4,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Practitioners Manual Costing module,d401126eae6fecd28e78ff39bbc81d24,Business and Finance,eng,"Undergraduate,Graduate,Professional"
Tables and Graphs - Lesson 2,d4cd00f23d96068c9dafedcab87987e2,Math,English,Upper Primary
School-based education for drug abuse prevention,d52538ac1b628b2a6231c2e58e0156c1,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
School-Based Healthy Living and HIV-AIDS Prevention Education,d52538ac1b628b2a6231c2e58e054a42,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
School Health education to Prevent AIDS and STD-Students' Activities,d52538ac1b628b2a6231c2e58e22abdd,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Screening for Abuse among Pregnant Teenagers,d52538ac1b628b2a6231c2e58e510938,Health & Medicine,English,"Lower Secondary,Upper Secondary"
Selected Mood-Altering Drugs and their Effects on Athletic Performance,d52538ac1b628b2a6231c2e58e555cb7,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Selecting an Appropriate Technology for Human Excreta Disposal,d52538ac1b628b2a6231c2e58e6085c2,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Selecting an Appropriate Technology for Water Supply Projects,d52538ac1b628b2a6231c2e58e62f904,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
"Sexual Health, HIV and AIDS",d52538ac1b628b2a6231c2e58e6508a6,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Simple Technology for Filtering and Disinfecting Water at School,d52538ac1b628b2a6231c2e58e678b93,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Skills for Health,d52538ac1b628b2a6231c2e58e693cfd,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
"Someone at School has AIDS, a Sample School Policy",d52538ac1b628b2a6231c2e58e6c3f23,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Step-by-step Guidelines for Individual Drug Counselling in Schools,d52538ac1b628b2a6231c2e58e6f1d25,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Steps to Becoming an Inclusive Learning-Friendly Environment,d52538ac1b628b2a6231c2e58e7e4143,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Taking a Life Skills-based Approach to Drug Education,d52538ac1b628b2a6231c2e58e8384ee,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Talking about AIDS in school,d52538ac1b628b2a6231c2e58e86004b,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Teacher Training for Drug Prevention Education,d52538ac1b628b2a6231c2e58e8bc5c9,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Teacher Training to Recognize and Respond to Helminth Infection at School,d52538ac1b628b2a6231c2e58e8e680a,Health & Medicine,English,"Undergraduate,Graduate,Professional"
Teacher's Intro to Voluntary Counselling and Testing Modules,d52538ac1b628b2a6231c2e58e91851e,Health & Medicine,English,"Undergraduate,Graduate,Professional"
Teaching Life Skills to Prevent the Transmission of HIV-AIDS and STIs,d52538ac1b628b2a6231c2e58e93def7,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Telling Stories to Introduce Lessons about Malaria,d52538ac1b628b2a6231c2e58e9616ea,Health & Medicine,English,Professional
Testing for HIV,d52538ac1b628b2a6231c2e58e983574,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The Condom,d52538ac1b628b2a6231c2e58e9abf2f,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The Dakar Framework for Action,d52538ac1b628b2a6231c2e58e9c99c3,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The Epidemiological Approach to Malaria Control,d52538ac1b628b2a6231c2e58e9ef107,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The Facts about How HIV is and isn't Transmitted,d52538ac1b628b2a6231c2e58ea10e83,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The HIV-AIDS media guide,d52538ac1b628b2a6231c2e58ea3ebb4,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The story of two communities,d52538ac1b628b2a6231c2e58ea58e90,Health & Medicine,English,"Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The Tale of the White Rabbit,d52538ac1b628b2a6231c2e58ea6b8ae,Health & Medicine,English,"Early Education,Lower Primary,Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Thematic Study on School Health and Nutrition,d52538ac1b628b2a6231c2e58ea90843,"Food and Nutrition,Health & Medicine",English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Tobacco Policy Guide for Schools,d52538ac1b628b2a6231c2e58eaaccaf,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Training and Resource Manual on School Health and HIV-AIDS Prevention,d52538ac1b628b2a6231c2e58ebc9d2c,Health & Medicine,English,Professional
"Resource Information for Teachers on Alcohol, Tobacco and Other Drugs",d52538ac1b628b2a6231c2e58ec9f377,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Sexual Health & Hygiene,d5ba92f947281ca183a651618aa03c07,Health & Medicine,English,Upper Primary
Grammar Gurus- Present Continuous,d5db8eb8777792be8bc25d7fcbf87a10,Languages,English,Lower Secondary
Dear Mr. Henshaw (Audio 1),d5e1239e9901273b9ab00dcfd80e4574,Literature,eng,Lower Primary
Empowering Communities - Vol 2 Lesson 13-18,d6de08063982c4d618d4547bef0e49ad,Human Development,English,Professional
Empowering Communities - Vol 2 Participant's Handbook,d6de08063982c4d618d4547bef126aeb,Human Development,English,Professional
Youth in Community Development,d6de08063982c4d618d4547bef15b86a,Human Development,English,Upper Secondary
African Union Gender Policy,d6de08063982c4d618d4547bef2509e7,Agriculture,English,Professional
Calling the Police,d6de08063982c4d618d4547bef2f01d2,Human Development,English,Upper Secondary
Children and Abuse,d6de08063982c4d618d4547bef31e3b0,Human Development,English,"Lower Secondary,Upper Secondary"
Communicate Better With Your Partner,d6de08063982c4d618d4547bef34ea31,Human Development,English,Upper Secondary
Conflict Resolution for Relationships,d6de08063982c4d618d4547bef383758,Human Development,English,Upper Secondary
Documenting Abuse,d6de08063982c4d618d4547bef3a647b,Human Development,English,Upper Secondary
Emotional and Verbal Abuse,d6de08063982c4d618d4547bef3df518,Human Development,English,"Lower Secondary,Upper Secondary"
Financial Abuse,d6de08063982c4d618d4547bef40aaac,Human Development,English,"Lower Secondary,Upper Secondary"
Living With Your Abuser,d6de08063982c4d618d4547bef44155b,Human Development,English,"Lower Secondary,Upper Secondary"
Physical Abuse,d6de08063982c4d618d4547bef4a9619,Human Development,English,"Lower Secondary,Upper Secondary"
Sex and Healthy Relationships,d6de08063982c4d618d4547bef4f0fe5,Human Development,English,"Lower Secondary,Upper Secondary"
Sexual Abuse,d6de08063982c4d618d4547bef51c132,Human Development,English,"Lower Secondary,Upper Secondary"
Stalking,d6de08063982c4d618d4547bef569c24,Human Development,English,"Lower Secondary,Upper Secondary"
Stop Being Abusive,d6de08063982c4d618d4547bef599bbe,Human Development,English,"Lower Secondary,Upper Secondary"
Toolkit for Adolescent Girls Programs,d6de08063982c4d618d4547bef631b92,Human Development,English,Professional
Parental Antibiotics,d7080e3353750d3a4bbb80374989e231,Health & Medicine,English,Professional
How to use a partograph,d7080e3353750d3a4bbb803749a85f27,Health & Medicine,English,Professional
Management of Postpartum Hemorrhage- No resource setting,d7080e3353750d3a4bbb803749b1ac77,Health & Medicine,English,Professional
The Tale of the Flopsy Bunnies,d76b86c5e6fc6bff5cf219c970b9d9b2,Literature,eng,Lower Primary
Cervical Cancer- Screening and treatment options ,d7fb73a365480116038096865f52d7fe,Health & Medicine,English,Professional
"Cervical Cancer- Understanding prevention, screening, and treatment",d7fb73a365480116038096865f593892,Health & Medicine,English,Professional
Neonatal Resuscitation,d7fb73a365480116038096865f637026,Health & Medicine,eng,Professional
Focused Antenatal Skills,d7fb73a365480116038096865f6c8e60,Health & Medicine,Somali,Professional
Picture This Cards- Phrase It,d8f9fc86f24d114890c525a6180d904b,"Languages,Learning",English,"Upper Primary,Lower Secondary"
Picture This Cards- Pass It On,d8f9fc86f24d114890c525a61812111b,"Languages,Learning",English,"Upper Primary,Lower Secondary"
"What do HIV, AIDS and STI mean?",d936feb57ae2ebd151309fe79100a4af,Agriculture,English,Professional
What Families and Communites need to know about Hygiene,d936feb57ae2ebd151309fe791085153,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
What Families and Communities need to know about Nutrition and Growth,d936feb57ae2ebd151309fe7910bcafc,Food and Nutrition,English,Professional
What Happens with HIV Infection,d936feb57ae2ebd151309fe7910e5e31,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
What 'Comprehensive School Health Education' Means,d936feb57ae2ebd151309fe7910ff2f3,Agriculture,English,Professional
Who discriminates,d936feb57ae2ebd151309fe79111fbe0,Health & Medicine,English,"Upper Primary,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
WHO Information Series on School Health Document 4,d936feb57ae2ebd151309fe79115761e,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
WHO Information Series on School Health Document 5 ,d936feb57ae2ebd151309fe79119250d,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
WHO Information Series on School Health Document 6,d936feb57ae2ebd151309fe7911aecff,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
WHO Information Series on School Health Document 4-2,d936feb57ae2ebd151309fe7911e4a60,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
WHO Information Series on School Health Document 1.pdf,d936feb57ae2ebd151309fe791203eab,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
World Education Forum 2000-Final Report,d936feb57ae2ebd151309fe79122784b,Health & Medicine,English,"Early Education,Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
Young People and HIV-AIDS-Opportunity in Crisis,d936feb57ae2ebd151309fe791261777,Health & Medicine,English,"Lower Secondary,Upper Secondary,Undergraduate,Graduate,Professional"
The Island of Doctor Moreau,d94dd49da25d014b7ffb0c3615166e36,Literature,English,Upper Secondary
The Pickwick Papers,d94dd49da25d014b7ffb0c36151ad2a0,Literature,English,Upper Secondary
Wuthering Heights,d94dd49da25d014b7ffb0c36152ade1a,Literature,English,Upper Secondary
Staff Reflection Activity,d94dd49da25d014b7ffb0c361580d896,Human Development,English,Professional
Characteristics of Youth-Friendly Services,d95b5de97caa0ec7d0382594118e6c78,Agriculture,English,Professional
Class activity on responding to persuasion,d95b5de97caa0ec7d038259411a5c7d0,Human Development,English,Professional
Training for Community Mobilization for HIV,da578acfe06ce4d56613d788fbc51fcc,Human Development,English,Undergraduate
Making It Happen-Youth Participation,da578acfe06ce4d56613d788fbfb01b0,Human Development,English,"Upper Secondary,Undergraduate"
Women's Advocacy Toolkit: Facilitator's Guide,da67601476155fd3bbbc16e5463821f8,Social Sciences,English,Professional
Back from the Brink- Movie,daceac590f8ad23c731af2c25291351a,Human Development,English,Professional
Approaching Gender - Intro,db3111616f76e757aa608a4d60a638c8,Social Sciences,English,Professional
A Girl's Right to Learn Without Fear: Working to End Gender-Based Violence at School,db3111616f76e757aa608a4d60c8fc79,Social Sciences,English,Professional
Gender-Based Violence - Chapter,db3111616f76e757aa608a4d60d32f86,Social Sciences,English,Upper Secondary
